zip,cases,rate,tests,positive
60480,21,391.0614525,144,14.58333333
60481,15,129.982669,202,7.425742574
60482,58,531.3301576,294,19.72789116
60484,77,1170.212766,337,22.84866469
60487,91,342.259666,576,15.79861111
60490,99,445.9057743,607,16.30971993
60491,95,413.7450459,469,20.25586354
60501,160,1349.755357,444,36.03603604
60502,39,172.3985501,314,12.42038217
60503,33,194.426442,218,15.13761468
60504,136,357.772341,671,20.26825633
60505,698,904.2622101,1492,46.78284182
60506,395,728.5672126,1578,25.03168568
60510,54,182.8463075,470,11.4893617
60513,92,487.2881356,702,13.10541311
60514,28,276.9809081,252,11.11111111
60515,48,168.0319261,458,10.48034934
60516,74,252.8358617,503,14.71172962
60517,132,408.3147736,750,17.6
60521,160,869.4707097,608,26.31578947
60523,61,601.8153118,333,18.31831832
60525,168,549.4505495,1117,15.04028648
60526,51,376.4949062,490,10.40816327
60527,170,609.2534853,1022,16.63405088
60532,75,266.1650933,469,15.99147122
60534,83,787.1775417,368,22.55434783
60538,117,411.2333486,495,23.63636364
60540,73,161.8194715,781,9.346991037
60542,54,297.9310345,367,14.71389646
60543,112,279.8111275,555,20.18018018
60544,104,392.4824515,757,13.73844122
60545,68,512.85919,291,23.36769759
60546,93,592.923175,622,14.95176849
60548,26,210.1179893,177,14.68926554
60551,16,290.9090909,56,28.57142857
60552,6,136.3326517,61,9.836065574
60554,20,164.3925695,174,11.49425287
60555,59,438.7269482,294,20.06802721
60558,19,143.6455734,264,7.196969697
60559,182,741.9788821,646,28.17337461
60560,46,184.8428835,315,14.6031746
60561,79,341.0611752,572,13.81118881
60563,101,269.9885054,763,13.23722149
60564,86,202.2910639,692,12.42774566
60565,113,277.1441886,667,16.94152924
60585,51,209.2908733,397,12.84634761
60586,200,419.3575442,1173,17.05029838
60601,62,422.4872232,433,14.3187067
60602,8,643.0868167,69,11.5942029
60603,6,511.0732538,45,13.33333333
60604,12,1534.526854,57,21.05263158
60605,137,497.8378575,942,14.54352442
60606,39,1257.65882,276,14.13043478
60607,321,1084.789294,1213,26.4633141
60608,1030,1300.422953,3426,30.06421483
60609,941,1530.205708,2652,35.4826546
60610,162,415.1823471,1172,13.8225256
60611,104,320.7302782,1306,7.963246554
60612,455,1326.105331,2317,19.63746224
60613,299,596.6515675,1367,21.87271397
60614,373,523.082964,2102,17.74500476
60615,268,644.804273,1703,15.73693482
60616,285,523.2814336,1823,15.63357104
60617,659,798.458817,3398,19.39376104
60618,685,725.6740293,2906,23.57192017
60619,662,1080.675177,3047,21.72628815
60620,798,1171.875,3320,24.03614458
60621,363,1249.913918,1344,27.00892857
60622,398,753.887826,1832,21.72489083
60623,1875,2180.765071,4158,45.09379509
60624,522,1443.663919,1941,26.89335394
60625,841,1061.29248,2665,31.55722326
60626,634,1274.884376,2229,28.44324809
60628,748,1121.035909,2944,25.4076087
60629,1740,1555.654895,4390,39.63553531
60630,458,798.6886161,1969,23.26053834
60631,163,551.9997291,1353,12.04730229
60632,1631,1791.539889,3747,43.52815586
60633,194,1507.264393,1226,15.82381729
60634,853,1122.442266,3920,21.76020408
60636,455,1412.911841,1328,34.26204819
60637,388,817.6339192,2413,16.079569
60638,712,1210.946137,2725,26.12844037
60639,1852,2046.024504,4530,40.88300221
60640,563,807.5736929,2256,24.95567376
60641,769,1082.747842,2726,28.20983125
60642,97,480.1742488,642,15.10903427
60643,557,1116.90395,2764,20.15195369
60644,760,1592.890677,2667,28.49643795
60645,729,1527.277298,2492,29.25361156
60646,246,878.9795262,1362,18.06167401
60647,724,827.3434732,2864,25.27932961
60649,540,1173.300886,2383,22.66051196
60651,931,1472.681831,2891,32.20338983
60652,542,1234.427312,1870,28.98395722
60653,341,1066.558238,1685,20.23738872
60654,106,553.9587144,575,18.43478261
60655,192,666.5740869,1389,13.82289417
60656,163,591.0294064,1157,14.08815903
60657,238,339.7476161,1780,13.37078652
60659,466,1134.703419,1448,32.18232044
60660,269,622.0803848,1111,24.21242124
60661,28,282.0874471,254,11.02362205
60706,224,961.3321317,1093,20.49405306
60707,485,1127.408819,2022,23.98615232
60712,119,949.0389983,526,22.62357414
60714,487,1637.360051,1523,31.97636244
60803,152,678.8744975,698,21.7765043
60804,1562,1878.600551,4180,37.36842105
60805,167,849.1813282,609,27.42200328
60827,228,797.8444203,1112,20.50359712
60901,261,735.0249233,1403,18.60299359
60912,6,1151.631478,15,40
60914,76,253.5953819,719,10.57023644
60915,31,306.2938445,298,10.40268456
60922,10,418.5851821,69,14.49275362
60927,38,1804.368471,105,36.19047619
60950,25,211.8105566,271,9.225092251
60954,15,256.5856996,246,6.097560976
60955,7,433.7050805,26,26.92307692
60958,16,896.8609865,64,25
60964,15,295.8579882,92,16.30434783
61008,159,463.6649948,477,33.33333333
61016,16,322.4506247,106,15.09433962
61021,53,230.1246146,491,10.79429735
61032,73,244.1798234,346,21.0982659
61064,9,247.2527473,53,16.98113208
61065,13,125.4826255,131,9.923664122
61068,102,713.8358178,755,13.50993377
61071,24,171.465314,134,17.91044776
61072,15,129.7016861,113,13.27433628
61073,14,73.04983042,209,6.698564593
61080,14,134.0996169,99,14.14141414
61081,55,260.3057409,239,23.0125523
61084,6,194.4894652,26,23.07692308
61101,104,532.0781746,651,15.97542243
61102,102,574.3243243,532,19.17293233
61103,84,350.5257887,577,14.55805893
61104,114,585.9977383,430,26.51162791
61107,60,194.1433425,474,12.65822785
61108,115,413.3865344,545,21.10091743
61109,92,337.9371143,532,17.29323308
61111,26,109.0741285,309,8.414239482
61114,33,211.6605734,212,15.56603774
61115,26,115.176752,303,8.580858086
61201,134,349.0946984,550,24.36363636
61235,8,526.6622778,41,19.51219512
61240,6,97.75171065,66,9.090909091
61241,13,190.4203896,106,12.26415094
61244,130,549.009671,394,32.99492386
61252,8,149.7846845,53,15.09433962
61254,7,63.61323155,176,3.977272727
61264,15,141.2296394,153,9.803921569
61265,157,359.2184139,749,20.96128171
61270,6,85.62865706,79,7.594936709
61275,8,168.4210526,51,15.68627451
61282,31,396.4194373,129,24.03100775
61341,21,262.5328166,117,17.94871795
61342,14,159.7626384,104,13.46153846
61350,10,41.95510803,242,4.132231405
61356,7,65.54307116,129,5.426356589
61401,57,169.214784,646,8.823529412
61410,6,154.1623844,44,13.63636364
61443,17,124.4236259,184,9.239130435
61455,39,188.4240023,334,11.67664671
61462,85,737.7831785,251,33.86454183
61525,6,65.30256857,109,5.504587156
61548,6,50.20920502,125,4.8
61554,17,40.41941083,552,3.079710145
61603,19,114.0798559,450,4.222222222
61604,24,78.47753581,652,3.680981595
61605,10,63.64157067,367,2.72479564
61610,6,109.229929,68,8.823529412
61611,18,72.35599148,364,4.945054945
61614,39,139.226046,480,8.125
61615,18,77.69337017,398,4.522613065
61701,37,103.4010564,907,4.07938258
61704,18,48.38189442,708,2.542372881
61705,8,61.67604657,268,2.985074627
61761,33,59.75879179,811,4.069050555
61764,10,71.29616427,189,5.291005291
61801,22,70.61013576,491,4.480651731
61802,29,149.8785467,590,4.915254237
61820,37,96.97033232,527,7.020872865
61821,31,101.3668171,718,4.317548747
61822,30,116.1485152,558,5.376344086
61832,15,42.95778681,410,3.658536585
61853,11,78.67820614,281,3.914590747
61866,61,426.6927812,525,11.61904762
61874,10,122.6993865,177,5.649717514
61910,6,142.0118343,59,10.16949153
61920,10,41.66493063,178,5.617977528
61938,9,41.20879121,217,4.147465438
61953,9,148.3434976,110,8.181818182
62002,63,202.8397566,282,22.34042553
62010,8,70.44113762,63,12.6984127
62024,7,70.59298104,42,16.66666667
62025,100,291.4347332,425,23.52941176
62034,46,336.5771567,159,28.93081761
62035,13,78.69249395,101,12.87128713
62040,62,146.064504,364,17.03296703
62052,12,97.6244712,59,20.33898305
62056,12,139.9580126,138,8.695652174
62060,15,327.0824248,52,28.84615385
62062,6,74.92507493,140,4.285714286
62069,8,259.0673575,59,13.55932203
62088,6,91.33810321,191,3.141361257
62090,8,618.716164,13,61.53846154
62095,10,95.6480153,86,11.62790698
62201,12,158.5204756,47,25.53191489
62203,24,290.4162633,72,33.33333333
62204,31,389.7410108,76,40.78947368
62205,32,399.650306,86,37.20930233
62206,62,410.0257919,263,23.57414449
62207,38,426.3435431,84,45.23809524
62208,38,230.0799225,148,25.67567568
62220,65,355.1524424,174,37.35632184
62221,57,190.32355,219,26.02739726
62223,38,233.0001839,122,31.14754098
62226,83,289.5416172,430,19.30232558
62230,6,95.5566173,73,8.219178082
62231,63,847.2296934,228,27.63157895
62232,8,119.3139448,52,15.38461538
62233,76,785.1239669,274,27.73722628
62234,32,98.68623944,245,13.06122449
62236,36,261.6849604,102,35.29411765
62239,10,212.0890774,24,41.66666667
62249,10,64.48700587,90,11.11111111
62254,19,301.9707565,83,22.89156627
62257,7,261.3890963,42,16.66666667
62258,14,151.3022803,69,20.28985507
62265,10,227.7385561,136,7.352941176
62269,57,177.9637204,231,24.67532468
62272,44,2527.283171,112,39.28571429
62274,9,114.5475372,88,10.22727273
62278,14,213.9691273,87,16.09195402
62285,6,135.2569883,32,18.75
62286,26,425.5319149,178,14.60674157
62288,30,969.6186167,125,24
62294,16,113.338528,85,18.82352941
62295,7,452.4886878,13,53.84615385
62298,37,222.7842004,146,25.34246575
62301,19,59.23062535,383,4.960835509
62305,15,77.4913468,106,14.1509434
62448,37,664.8697215,206,17.96116505
62454,7,63.13131313,102,6.862745098
62471,16,154.3954453,97,16.49484536
62521,84,236.4265811,557,15.08078995
62522,21,137.6056615,109,19.26605505
62526,24,74.29650497,253,9.486166008
62565,9,128.1321185,56,16.07142857
62568,25,158.3581428,216,11.57407407
62618,48,648.8240065,409,11.73594132
62629,10,72.80139779,263,3.802281369
62650,22,82.24606527,385,5.714285714
62656,9,46.07115434,369,2.43902439
62664,9,294.0215616,71,12.67605634
62675,6,102.2320668,130,4.615384615
62684,63,1074.901894,262,24.04580153
62702,48,140.9650231,880,5.454545455
62703,41,132.6431576,700,5.857142857
62704,32,78.37758401,842,3.800475059
62707,11,158.8677065,168,6.547619048
62711,17,101.4804202,318,5.34591195
62801,50,233.1654542,509,9.823182711
62832,14,158.2278481,196,7.142857143
62864,77,326.464852,525,14.66666667
62901,89,339.4743868,508,17.51968504
62902,12,262.6970228,71,16.90140845
62906,30,455.5808656,206,14.5631068
62907,12,601.5037594,42,28.57142857
62918,10,98.4736583,147,6.802721088
62920,20,596.3029219,83,24.09638554
62948,6,45.51316089,204,2.941176471
62959,23,81.55739158,480,4.791666667
62966,40,262.1231979,324,12.34567901
62992,20,2898.550725,54,37.03703704
