"","GEO","DEATHS","OBJECTID","GEOID","LoadDttm","NEGATIVE","POSITIVE","POP","POP_MOE","NAME","COUNTY"
"312","Census tract",-999,1312,"55079000302",1589893248000,58,22,3176,246,"3.02"," Milwaukee"
"313","Census tract",-999,1313,"55079000303",1589893248000,53,11,1888,213,"3.03"," Milwaukee"
"314","Census tract",-999,1314,"55025012201",1589893248000,54,-999,2044,141,"122.01"," Dane"
"315","Census tract",-999,1315,"55025012202",1589893248000,196,9,6942,226,"122.02"," Dane"
"316","Census tract",-999,1316,"55025011301",1589893248000,229,7,6766,319,"113.01"," Dane"
"317","Census tract",-999,1317,"55025012300",1589893248000,132,11,5537,246,"123"," Dane"
"318","Census tract",-999,1318,"55025013000",1589893248000,124,-999,4703,101,"130"," Dane"
"319","Census tract",-999,1319,"55025001403",1589893248000,257,9,8784,621,"14.03"," Dane"
"320","Census tract",-999,1320,"55025011700",1589893248000,91,-999,4382,317,"117"," Dane"
"321","Census tract",-999,1321,"55025010901",1589893248000,251,8,6936,411,"109.01"," Dane"
"322","Census tract",-999,1322,"55025011600",1589893248000,214,5,6886,319,"116"," Dane"
"323","Census tract",-999,1323,"55025012800",1589893248000,194,12,8145,148,"128"," Dane"
"324","Census tract",-999,1324,"55025002302",1589893248000,245,-999,1612,197,"23.02"," Dane"
"325","Census tract",-999,1325,"55025012001",1589893248000,239,5,8899,301,"120.01"," Dane"
"326","Census tract",-999,1326,"55025012100",1589893248000,49,-999,2688,108,"121"," Dane"
"327","Census tract",-999,1327,"55025010800",1589893248000,363,10,11089,544,"108"," Dane"
"328","Census tract",-999,1328,"55025013100",1589893248000,138,-999,4832,138,"131"," Dane"
"329","Census tract",-999,1329,"55079002500",1589893248000,65,11,2135,236,"25"," Milwaukee"
"330","Census tract",-999,1330,"55079100400",1589893248000,83,8,2746,202,"1004"," Milwaukee"
"331","Census tract",-999,1331,"55079003400",1589893248000,163,32,6160,545,"34"," Milwaukee"
"332","Census tract",-999,1332,"55079005900",1589893248000,110,26,3697,305,"59"," Milwaukee"
"333","Census tract",-999,1333,"55079004400",1589893248000,78,16,3124,340,"44"," Milwaukee"
"334","Census tract",-999,1334,"55025000205",1589893248000,138,7,5089,306,"2.05"," Dane"
"335","Census tract",-999,1335,"55079170300",1589893248000,69,9,2492,200,"1703"," Milwaukee"
"336","Census tract",-999,1336,"55079007000",1589893248000,76,9,3067,401,"70"," Milwaukee"
"337","Census tract",-999,1337,"55079160100",1589893248000,163,14,6509,316,"1601"," Milwaukee"
"338","Census tract",-999,1338,"55079035100",1589893248000,38,-999,2269,98,"351"," Milwaukee"
"339","Census tract",-999,1339,"55079120400",1589893248000,166,21,6675,412,"1204"," Milwaukee"
"340","Census tract",-999,1340,"55079009500",1589893248000,52,6,2113,150,"95"," Milwaukee"
"341","Census tract",-999,1341,"55079016000",1589893248000,72,30,2969,419,"160"," Milwaukee"
"342","Census tract",-999,1342,"55079050102",1589893248000,183,19,6431,382,"501.02"," Milwaukee"
"343","Census tract",-999,1343,"55079013400",1589893248000,69,14,2173,417,"134"," Milwaukee"
"344","Census tract",5,1344,"55079021700",1589893248000,180,60,6581,446,"217"," Milwaukee"
"345","Census tract",-999,1345,"55079004500",1589893248000,76,14,2118,390,"45"," Milwaukee"
"346","Census tract",-999,1346,"55025013200",1589893248000,337,12,9313,314,"132"," Dane"
"347","Census tract",-999,1347,"55025011102",1589893248000,298,12,8834,373,"111.02"," Dane"
"348","Census tract",-999,1348,"55025012900",1589893248000,106,-999,4144,152,"129"," Dane"
"349","Census tract",-999,1349,"55025010600",1589893248000,157,-999,5373,236,"106"," Dane"
"350","Census tract",-999,1350,"55025000201",1589893248000,75,-999,2059,127,"2.01"," Dane"
"351","Census tract",-999,1351,"55025012002",1589893248000,120,-999,5128,279,"120.02"," Dane"
"352","Census tract",-999,1352,"55025010702",1589893248000,240,5,7590,387,"107.02"," Dane"
"353","Census tract",-999,1353,"55025001502",1589893248000,198,8,4649,696,"15.02"," Dane"
"354","Census tract",-999,1354,"55025011900",1589893248000,165,-999,7020,224,"119"," Dane"
"355","Census tract",-999,1355,"55025012700",1589893248000,116,-999,4053,137,"127"," Dane"
"356","Census tract",-999,1356,"55025012600",1589893248000,111,-999,4708,182,"126"," Dane"
"357","Census tract",-999,1357,"55025011800",1589893248000,131,5,5965,240,"118"," Dane"
"358","Census tract",-999,1358,"55025001402",1589893248000,198,8,5535,412,"14.02"," Dane"
"359","Census tract",-999,1359,"55025000202",1589893248000,89,-999,3174,228,"2.02"," Dane"
"360","Census tract",-999,1360,"55025011200",1589893248000,290,10,9500,407,"112"," Dane"
"361","Census tract",-999,1361,"55025012400",1589893248000,129,5,5017,184,"124"," Dane"
"362","Census tract",-999,1362,"55025000100",1589893248000,99,-999,2437,306,"1"," Dane"
"363","Census tract",-999,1363,"55025003002",1589893248000,118,-999,3914,424,"30.02"," Dane"
"364","Census tract",-999,1364,"55133202800",1589893248000,76,12,4505,380,"2028"," Waukesha"
"365","Census tract",-999,1365,"55133203101",1589893248000,125,10,6807,353,"2031.01"," Waukesha"
"366","Census tract",-999,1366,"55133202302",1589893248000,134,18,5972,587,"2023.02"," Waukesha"
"367","Census tract",-999,1367,"55133202400",1589893248000,83,-999,4956,259,"2024"," Waukesha"
"368","Census tract",-999,1368,"55133202500",1589893248000,72,9,4067,295,"2025"," Waukesha"
"369","Census tract",-999,1369,"55133202600",1589893248000,73,-999,3452,339,"2026"," Waukesha"
"370","Census tract",-999,1370,"55133202700",1589893248000,41,-999,1712,194,"2027"," Waukesha"
"371","Census tract",-999,1371,"55133203702",1589893248000,68,-999,4921,254,"2037.02"," Waukesha"
"372","Census tract",-999,1372,"55025002301",1589893248000,101,-999,3155,361,"23.01"," Dane"
"373","Census tract",-999,1373,"55025000300",1589893248000,181,5,5991,399,"3"," Dane"
"374","Census tract",-999,1374,"55025000401",1589893248000,102,-999,3280,165,"4.01"," Dane"
"375","Census tract",-999,1375,"55025000402",1589893248000,79,-999,2517,130,"4.02"," Dane"
"376","Census tract",-999,1376,"55079001000",1589893248000,115,23,3737,381,"10"," Milwaukee"
"377","Census tract",-999,1377,"55079001100",1589893248000,99,17,2225,281,"11"," Milwaukee"
"378","Census tract",-999,1378,"55079001200",1589893248000,61,11,3122,267,"12"," Milwaukee"
"379","Census tract",-999,1379,"55059000601",1589893248000,308,102,6445,497,"6.01"," Kenosha"
"380","Census tract",-999,1380,"55059002906",1589893248000,90,11,5299,385,"29.06"," Kenosha"
"381","Census tract",-999,1381,"55043960400",1589893248000,109,-999,3356,166,"9604"," Grant"
"382","Census tract",-999,1382,"55043961000",1589893248000,129,-999,8329,331,"9610"," Grant"
"383","Census tract",-999,1383,"55043960900",1589893248000,136,5,5046,306,"9609"," Grant"
"384","Census tract",-999,1384,"55043961200",1589893248000,108,5,4136,249,"9612"," Grant"
"385","Census tract",-999,1385,"55043960300",1589893248000,120,-999,4299,250,"9603"," Grant"
"386","Census tract",-999,1386,"55043960200",1589893248000,136,-999,4272,99,"9602"," Grant"
"387","Census tract",-999,1387,"55043960700",1589893248000,187,10,3954,74,"9607"," Grant"
"388","Census tract",-999,1388,"55043960800",1589893248000,71,-999,2808,101,"9608"," Grant"
"389","Census tract",-999,1389,"55043960100",1589893248000,94,-999,3899,146,"9601"," Grant"
"390","Census tract",-999,1390,"55043960500",1589893248000,123,5,3489,161,"9605"," Grant"
"391","Census tract",-999,1391,"55043961100",1589893248000,204,-999,4576,186,"9611"," Grant"
"392","Census tract",9,1392,"55043960600",1589893248000,142,27,3664,217,"9606"," Grant"
"393","Census tract",21,1393,"TRACT N/A",1589893248000,9262,322,0,NA,"UNMAP",NA
