"","Report.Date","ZIP.Code","Number.of.Cases","Number.of.PCR.Testing.Encounters"
"736","5/18/2020","24324","0",38
"737","5/18/2020","24325","0",5
"738","5/18/2020","24326","0",6
"739","5/18/2020","24328","0",17
"740","5/18/2020","24330","10",54
"741","5/18/2020","24333","120",444
"742","5/18/2020","24340","Suppressed*",81
"743","5/18/2020","24343","11",132
"744","5/18/2020","24347","Suppressed*",21
"745","5/18/2020","24348","0",73
"746","5/18/2020","24350","0",12
"747","5/18/2020","24351","0",3
"748","5/18/2020","24352","Suppressed*",12
"749","5/18/2020","24354","6",216
"750","5/18/2020","24360","5",94
"751","5/18/2020","24361","Suppressed*",72
"752","5/18/2020","24363","0",5
"753","5/18/2020","24366","Suppressed*",15
"754","5/18/2020","24368","Suppressed*",63
"755","5/18/2020","24370","Suppressed*",76
"756","5/18/2020","24374","0",15
"757","5/18/2020","24375","0",9
"758","5/18/2020","24377","0",2
"759","5/18/2020","24378","Suppressed*",10
"760","5/18/2020","24380","Suppressed*",10
"761","5/18/2020","24381","Suppressed*",37
"762","5/18/2020","24382","6",205
"763","5/18/2020","24401","42",394
"764","5/18/2020","24412","0",1
"765","5/18/2020","24413","0",4
"766","5/18/2020","24415","0",2
"767","5/18/2020","24416","10",25
"768","5/18/2020","24421","Suppressed*",17
"769","5/18/2020","24422","6",102
"770","5/18/2020","24426","5",183
"771","5/18/2020","24430","Suppressed*",26
"772","5/18/2020","24431","5",37
"773","5/18/2020","24432","Suppressed*",1
"774","5/18/2020","24433","0",1
"775","5/18/2020","24435","Suppressed*",7
"776","5/18/2020","24437","0",7
"777","5/18/2020","24439","0",8
"778","5/18/2020","24440","8",34
"779","5/18/2020","24441","15",99
"780","5/18/2020","24442","0",1
"781","5/18/2020","24445","0",27
"782","5/18/2020","24448","0",4
"783","5/18/2020","24450","8",52
"784","5/18/2020","24457","0",13
"785","5/18/2020","24458","0",4
"786","5/18/2020","24459","6",2
"787","5/18/2020","24460","0",14
"788","5/18/2020","24465","Suppressed*",13
"789","5/18/2020","24467","Suppressed*",16
"790","5/18/2020","24471","Suppressed*",26
"791","5/18/2020","24472","0",14
"792","5/18/2020","24473","0",3
"793","5/18/2020","24474","0",5
"794","5/18/2020","24476","Suppressed*",5
"795","5/18/2020","24477","13",135
"796","5/18/2020","24479","0",18
"797","5/18/2020","24482","5",48
"798","5/18/2020","24483","Suppressed*",4
"799","5/18/2020","24484","0",5
"800","5/18/2020","24485","0",2
"801","5/18/2020","24486","15",57
"802","5/18/2020","24487","0",3
"803","5/18/2020","24501","24",448
"804","5/18/2020","24502","33",618
"805","5/18/2020","24503","12",294
"806","5/18/2020","24504","7",145
"807","5/18/2020","24517","0",96
"808","5/18/2020","24520","Suppressed*",30
"809","5/18/2020","24521","7",199
"810","5/18/2020","24522","15",190
"811","5/18/2020","24523","8",305
"812","5/18/2020","24526","Suppressed*",26
"813","5/18/2020","24527","Suppressed*",44
"814","5/18/2020","24528","Suppressed*",59
"815","5/18/2020","24529","Suppressed*",45
"816","5/18/2020","24530","0",16
"817","5/18/2020","24531","Suppressed*",91
"818","5/18/2020","24534","Suppressed*",28
"819","5/18/2020","24536","0",3
"820","5/18/2020","24538","Suppressed*",80
"821","5/18/2020","24539","0",6
"822","5/18/2020","24540","23",405
"823","5/18/2020","24541","24",385
"824","5/18/2020","24549","Suppressed*",45
"825","5/18/2020","24550","5",105
"826","5/18/2020","24551","19",382
"827","5/18/2020","24553","Suppressed*",39
"828","5/18/2020","24554","Suppressed*",63
"829","5/18/2020","24555","Suppressed*",8
"830","5/18/2020","24556","0",55
"831","5/18/2020","24557","Suppressed*",91
"832","5/18/2020","24558","5",109
"833","5/18/2020","24562","0",12
"834","5/18/2020","24563","Suppressed*",85
"835","5/18/2020","24565","0",8
"836","5/18/2020","24566","Suppressed*",16
"837","5/18/2020","24569","0",15
"838","5/18/2020","24571","Suppressed*",26
"839","5/18/2020","24572","12",297
"840","5/18/2020","24574","Suppressed*",50
"841","5/18/2020","24577","Suppressed*",62
"842","5/18/2020","24578","Suppressed*",3
"843","5/18/2020","24579","0",3
"844","5/18/2020","24580","Suppressed*",15
"845","5/18/2020","24586","Suppressed*",65
"846","5/18/2020","24588","Suppressed*",151
"847","5/18/2020","24589","0",30
"848","5/18/2020","24590","11",194
"849","5/18/2020","24592","11",262
"850","5/18/2020","24593","Suppressed*",27
"851","5/18/2020","24594","Suppressed*",31
"852","5/18/2020","24595","0",4
"853","5/18/2020","24597","Suppressed*",18
"854","5/18/2020","24598","Suppressed*",30
"855","5/18/2020","24599","Suppressed*",17
"856","5/18/2020","24602","0",10
"857","5/18/2020","24603","Suppressed*",9
"858","5/18/2020","24605","Suppressed*",132
"859","5/18/2020","24606","0",3
"860","5/18/2020","24607","0",1
"861","5/18/2020","24609","Suppressed*",85
"862","5/18/2020","24612","0",3
"863","5/18/2020","24613","0",19
"864","5/18/2020","24614","15",131
"865","5/18/2020","24620","0",16
"866","5/18/2020","24622","0",17
"867","5/18/2020","24628","0",5
"868","5/18/2020","24630","0",67
"869","5/18/2020","24631","0",22
"870","5/18/2020","24634","0",7
"871","5/18/2020","24635","0",11
"872","5/18/2020","24637","0",27
"873","5/18/2020","24639","Suppressed*",53
"874","5/18/2020","24641","0",97
"875","5/18/2020","24646","0",6
"876","5/18/2020","24649","0",22
"877","5/18/2020","24651","0",68
"878","5/18/2020","24656","0",38
"879","5/18/2020","24657","0",2
"880","5/18/2020","Not Reported","631",27672
"881","5/18/2020","Out-of-State","0",3021
