zip,cases,rate,tests,positive
60445,101,683.5408771,651,15.51459293
60446,306,763.3778221,1471,20.80217539
60447,25,175.8087201,325,7.692307692
60448,92,344.4402845,485,18.96907216
60449,59,627.6595745,383,15.40469974
60450,24,117.3020528,296,8.108108108
60451,69,197.4531406,592,11.65540541
60452,135,476.627595,813,16.60516605
60453,495,877.348458,1894,26.13516367
60455,224,1359.305783,905,24.75138122
60456,35,812.4419684,161,21.73913043
60457,91,649.1653588,344,26.45348837
60458,82,536.3683935,488,16.80327869
60459,257,889.0272589,991,25.93340061
60461,46,935.5297946,293,15.6996587
60462,185,459.0001241,1043,17.73729626
60463,147,984.8586359,484,30.37190083
60464,30,308.8008235,220,13.63636364
60465,141,806.9593086,527,26.75521822
60466,399,1814.543635,1610,24.7826087
60467,112,420.6098843,589,19.01528014
60468,20,330.9066843,116,17.24137931
60469,38,657.4394464,231,16.45021645
60471,164,1166.844539,775,21.16129032
60472,49,1006.160164,308,15.90909091
60473,285,1283.725958,1409,20.22711143
60475,57,589.2081869,355,16.05633803
60476,14,561.5724027,102,13.7254902
60477,160,421.9520557,996,16.06425703
60478,253,1478.494624,1264,20.01582278
60480,22,409.6834264,154,14.28571429
60481,17,147.3136915,218,7.798165138
60482,61,558.8127519,316,19.30379747
60484,84,1276.595745,366,22.95081967
60487,94,353.5429517,621,15.13687601
60490,109,490.9467616,647,16.84698609
60491,99,431.16589,503,19.68190855
60501,170,1434.115067,488,34.83606557
60502,51,225.4442578,356,14.3258427
60503,36,212.1015731,232,15.51724138
60504,160,420.9086365,763,20.96985583
60505,831,1076.564322,1831,45.3850355
60506,487,898.2588166,1989,24.48466566
60510,57,193.0044357,533,10.69418386
60513,99,524.3644068,778,12.72493573
60514,29,286.8730834,270,10.74074074
60515,54,189.0359168,492,10.97560976
60516,77,263.0859642,551,13.97459165
60517,143,442.3410047,821,17.41778319
60521,163,885.7732855,629,25.91414944
60523,66,651.1444357,370,17.83783784
60525,187,611.5907902,1233,15.16626115
60526,49,361.7304001,535,9.158878505
60527,178,637.9242375,1094,16.27056673
60532,76,269.7139612,511,14.87279843
60534,93,882.0182094,416,22.35576923
60538,140,492.0740923,567,24.69135802
60540,77,170.6862919,830,9.277108434
60542,65,358.6206897,422,15.4028436
60543,142,354.7605366,651,21.81259601
60544,110,415.1256699,821,13.39829476
60545,77,580.7376122,342,22.51461988
60546,97,618.4252471,679,14.28571429
60548,39,315.176984,214,18.22429907
60551,16,290.9090909,60,26.66666667
60552,6,136.3326517,71,8.450704225
60554,22,180.8318264,205,10.73170732
60555,61,453.5990482,325,18.76923077
60558,26,196.5676268,295,8.813559322
60559,229,933.5888132,841,27.2294887
60560,51,204.9345013,350,14.57142857
60561,79,341.0611752,617,12.80388979
60563,104,278.007966,831,12.51504212
60564,90,211.6999506,745,12.08053691
60565,138,338.4592745,709,19.46403385
60585,51,209.2908733,426,11.97183099
60586,212,444.5189969,1259,16.83876092
60601,62,422.4872232,461,13.44902386
60602,8,643.0868167,77,10.38961039
60603,6,511.0732538,46,13.04347826
60604,14,1790.28133,66,21.21212121
60605,138,501.4717105,987,13.98176292
60606,39,1257.65882,292,13.35616438
60607,341,1152.377412,1263,26.99920823
60608,1095,1382.488479,3786,28.92234548
60609,1003,1631.026913,2879,34.83848559
60610,173,443.373741,1253,13.80686353
60611,107,329.9821131,1424,7.514044944
60612,470,1369.823089,2445,19.22290389
60613,306,610.6199988,1455,21.03092784
60614,395,553.9350424,2367,16.68779045
60615,279,671.2701201,1841,15.15480717
60616,296,543.4782609,1939,15.26560083
60617,691,837.230717,3677,18.79249388
60618,744,788.1773399,3139,23.70181586
60619,680,1110.059094,3310,20.54380665
60620,828,1215.930451,3576,23.15436242
60621,376,1294.676675,1496,25.13368984
60622,419,793.6658269,1948,21.50924025
60623,2033,2364.530874,4693,43.31983806
60624,565,1562.586426,2127,26.5632346
60625,873,1101.674596,2876,30.35465925
60626,670,1347.275287,2444,27.41407529
60628,774,1160.002398,3189,24.27093133
60629,1872,1673.670094,4925,38.01015228
60630,488,851.0044643,2139,22.81439925
60631,172,582.4782417,1450,11.86206897
60632,1772,1946.418568,4156,42.63715111
60633,195,1515.033797,1267,15.39068666
60634,913,1201.394829,4220,21.63507109
60636,482,1496.754961,1488,32.39247312
60637,419,882.9603405,2672,15.68113772
60638,723,1229.654574,2964,24.39271255
60639,1993,2201.796348,5039,39.55149831
60640,589,844.8683927,2470,23.84615385
60641,828,1165.819523,2973,27.8506559
60642,106,524.7264987,689,15.38461538
60643,571,1144.97694,2925,19.52136752
60644,797,1670.439302,3087,25.81794623
60645,755,1581.748094,2650,28.49056604
60646,255,911.1373138,1444,17.65927978
60647,787,899.3360683,3105,25.34621578
60649,571,1240.657048,2677,21.32984684
60651,1008,1594.482584,3178,31.71806167
60652,575,1309.586171,2039,28.20009809
60653,354,1107.218816,1828,19.3654267
60654,112,585.314868,615,18.21138211
60655,196,680.4610471,1446,13.55463347
60656,179,649.0445629,1230,14.55284553
60657,246,351.167704,1866,13.18327974
60659,500,1217.492939,1570,31.84713376
60660,281,649.8311826,1197,23.47535505
60661,29,292.1619988,270,10.74074074
60706,236,1012.832067,1351,17.46854182
60707,517,1201.794556,2205,23.44671202
60712,122,972.9643512,563,21.669627
60714,512,1721.413442,1615,31.70278638
60803,159,710.1384547,762,20.86614173
60804,1747,2101.098055,4789,36.47943203
60805,176,894.9455914,653,26.9525268
60827,239,836.3369143,1202,19.88352745
60901,298,839.2238587,1632,18.25980392
60912,6,1151.631478,17,35.29411765
60914,92,306.9838833,776,11.8556701
60915,34,335.9351843,338,10.0591716
60922,10,418.5851821,84,11.9047619
60927,41,1946.818613,114,35.96491228
60928,6,774.1935484,14,42.85714286
60950,56,474.4556469,511,10.95890411
60954,18,307.9028395,260,6.923076923
60955,10,619.5786865,32,31.25
60958,18,1008.96861,69,26.08695652
60964,17,335.3057199,108,15.74074074
60970,8,115.1410478,145,5.517241379
61008,185,539.4844279,649,28.50539291
61016,17,342.6037888,119,14.28571429
61021,53,230.1246146,525,10.0952381
61032,88,294.3537597,410,21.46341463
61054,6,163.3097441,85,7.058823529
61064,9,247.2527473,55,16.36363636
61065,14,135.1351351,142,9.85915493
61068,107,748.8277696,774,13.82428941
61071,25,178.6097021,159,15.72327044
61072,16,138.3484652,134,11.94029851
61073,14,73.04983042,240,5.833333333
61080,15,143.6781609,118,12.71186441
61081,56,265.0385726,264,21.21212121
61084,6,194.4894652,26,23.07692308
61088,6,99.14077991,98,6.12244898
61101,125,639.5170367,801,15.60549313
61102,107,602.4774775,640,16.71875
61103,93,388.0821232,696,13.36206897
61104,126,647.6817107,508,24.80314961
61107,70,226.5005663,593,11.80438449
61108,132,474.4958482,656,20.12195122
61109,104,382.0158684,635,16.37795276
61111,31,130.0499224,379,8.179419525
61114,36,230.9024437,258,13.95348837
61115,30,132.8962523,360,8.333333333
61201,138,359.5154357,609,22.66009852
61235,8,526.6622778,45,17.77777778
61240,8,130.3356142,77,10.38961039
61241,13,190.4203896,112,11.60714286
61244,134,565.9022763,438,30.59360731
61252,8,149.7846845,53,15.09433962
61254,7,63.61323155,187,3.743315508
61264,18,169.4755673,180,10
61265,162,370.6584908,824,19.66019417
61270,6,85.62865706,82,7.317073171
61275,8,168.4210526,57,14.03508772
61282,31,396.4194373,142,21.83098592
61341,29,362.5453182,217,13.3640553
61342,14,159.7626384,110,12.72727273
61350,12,50.34612964,270,4.444444444
61356,6,56.17977528,157,3.821656051
61401,63,187.0268666,825,7.636363636
61410,6,154.1623844,56,10.71428571
61443,16,117.104589,207,7.729468599
61455,40,193.255387,414,9.661835749
61462,94,815.9013974,386,24.35233161
61525,6,65.30256857,133,4.511278195
61548,6,50.20920502,150,4
61554,17,40.41941083,676,2.514792899
61603,21,126.0882618,564,3.723404255
61604,24,78.47753581,812,2.955665025
61605,12,76.36988481,417,2.877697842
61610,6,109.229929,89,6.741573034
61611,18,72.35599148,434,4.147465438
61614,42,149.9357418,595,7.058823529
61615,19,82.00966851,490,3.87755102
61701,37,103.4010564,946,3.911205074
61704,20,53.75766047,744,2.688172043
61705,9,69.38555239,282,3.191489362
61761,35,63.38053674,846,4.137115839
61764,10,71.29616427,208,4.807692308
61801,23,73.81968739,537,4.283054004
61802,33,170.5514497,667,4.947526237
61820,40,104.8327917,587,6.814310051
61821,39,127.5259957,841,4.637336504
61822,30,116.1485152,619,4.846526656
61832,15,42.95778681,461,3.253796095
61853,11,78.67820614,334,3.293413174
61866,75,524.622272,625,12
61874,11,134.9693252,202,5.445544554
61910,6,142.0118343,66,9.090909091
61920,29,120.8282988,225,12.88888889
61938,9,41.20879121,233,3.862660944
61953,9,148.3434976,121,7.438016529
62002,72,231.8168647,362,19.88950276
62010,10,88.05142203,88,11.36363636
62018,6,197.7587343,41,14.63414634
62024,7,70.59298104,63,11.11111111
62025,102,297.2634279,466,21.88841202
62034,50,365.8447355,170,29.41176471
62035,18,108.9588378,127,14.17322835
62040,64,150.7762622,412,15.53398058
62052,13,105.7598438,72,18.05555556
62056,12,139.9580126,151,7.947019868
62060,16,348.8879198,57,28.07017544
62062,6,74.92507493,153,3.921568627
62069,8,259.0673575,67,11.94029851
62088,6,91.33810321,201,2.985074627
62090,8,618.716164,15,53.33333333
62095,12,114.7776184,100,12
62201,12,158.5204756,59,20.33898305
62203,26,314.6176186,120,21.66666667
62204,32,402.3133015,123,26.01626016
62205,35,437.1175222,141,24.82269504
62206,69,456.3190265,301,22.92358804
62207,47,527.3196455,124,37.90322581
62208,40,242.1893921,185,21.62162162
62220,84,458.9662332,201,41.79104478
62221,61,203.6795886,269,22.67657993
62223,41,251.3949353,156,26.28205128
62226,93,324.4261494,489,19.01840491
62230,7,111.4827202,85,8.235294118
62231,64,860.6777838,244,26.2295082
62232,9,134.2281879,57,15.78947368
62233,83,857.4380165,305,27.21311475
62234,38,117.1899093,276,13.76811594
62236,36,261.6849604,110,32.72727273
62239,11,233.2979852,35,31.42857143
62249,10,64.48700587,107,9.345794393
62254,19,301.9707565,94,20.21276596
62257,8,298.7303958,43,18.60465116
62258,14,151.3022803,76,18.42105263
62265,10,227.7385561,158,6.329113924
62269,61,190.4524025,269,22.67657993
62272,44,2527.283171,114,38.59649123
62274,9,114.5475372,93,9.677419355
62278,15,229.2526364,97,15.46391753
62285,6,135.2569883,34,17.64705882
62286,27,441.898527,193,13.98963731
62288,31,1001.939237,138,22.46376812
62294,16,113.338528,102,15.68627451
62295,7,452.4886878,16,43.75
62298,38,228.805395,160,23.75
62301,20,62.34802668,623,3.210272873
62305,15,77.4913468,136,11.02941176
62353,6,112.2334456,178,3.370786517
62448,37,664.8697215,208,17.78846154
62454,7,63.13131313,105,6.666666667
62471,16,154.3954453,115,13.91304348
62521,88,247.6849897,611,14.40261866
62522,22,144.158312,130,16.92307692
62526,27,83.58356809,304,8.881578947
62565,9,128.1321185,63,14.28571429
62568,25,158.3581428,230,10.86956522
62618,51,689.3755069,434,11.75115207
62629,10,72.80139779,288,3.472222222
62650,24,89.7229803,427,5.620608899
62656,9,46.07115434,391,2.301790281
62664,9,294.0215616,77,11.68831169
62675,6,102.2320668,138,4.347826087
62681,6,108.0691643,119,5.042016807
62684,63,1074.901894,280,22.5
62702,50,146.8385657,963,5.192107996
62703,46,148.8191524,786,5.852417303
62704,33,80.82688351,920,3.586956522
62707,11,158.8677065,177,6.214689266
62711,19,113.4192932,415,4.578313253
62801,51,237.8287633,569,8.963093146
62832,16,180.8318264,219,7.305936073
62864,80,339.1842619,585,13.67521368
62882,8,335.1487222,65,12.30769231
62901,92,350.9173437,576,15.97222222
62902,12,262.6970228,77,15.58441558
62906,33,501.1389522,247,13.36032389
62907,12,601.5037594,46,26.08695652
62918,10,98.4736583,171,5.847953216
62920,20,596.3029219,97,20.6185567
62948,6,45.51316089,220,2.727272727
62959,23,81.55739158,528,4.356060606
62966,41,268.6762779,363,11.29476584
62992,22,3188.405797,66,33.33333333
