"","Num_WkEnd_May2","OBJECTID","ZipCode","Cases","created_user","created_date","last_edited_user","last_edited_date","Num_Males","Num_Females","Num_CommunityExp","Num_ContactExp","Num_TravelExp","Num_UnknownExp","Num_Hospitalized","Num_NotHospitalized","Num_0_to_4","Num_5_to_24","Num_25_to_49","Num_50_to_64","Num_65_plus","Num_Fatalities","Num_HospitalizedUnk","Num_WkEnd_Mar7","Num_WkEnd_Mar14","Num_WkEnd_Mar21","Num_WkEnd_Mar28","Num_WkEnd_Apr4","Num_WkEnd_Apr11","Num_WkEnd_Apr18","Num_WkEnd_Apr25","Num_WkEnd_May9","Num_WkEnd_May16","Num_WkEnd_May23","Num_WkEnd_May30","Num_WkEnd_Jun6","Num_WkEnd_Jun13","Num_WkEnd_Jun20","Num_WkEnd_Jun27","Num_WkEnd_Jul4","Num_WkEnd_Jul11","Num_WkEnd_Jul18","Num_WkEnd_Jul25","Num_WkEnd_Aug1","Num_WkTot_Mar7","Num_WkTot_Mar14","Num_WkTot_Mar21","Num_WkTot_Mar28","Num_WkTot_Apr4","Num_WkTot_Apr11","Num_WkTot_Apr18","Num_WkTot_Apr25","Num_WkTot_May2","Num_WkTot_May9","Num_WkTot_May16","Num_WkTot_May23","Num_WkTot_May30","Num_WkTot_Jun6","Num_WkTot_Jun13","Num_WkTot_Jun20","Num_WkTot_Jun27","Num_WkTot_Jul4","Num_WkTot_Jul11","Num_WkTot_Jul18","Num_WkTot_Jul25","Num_WkTot_Aug1","NNum_0_to_4","Num_Black","Num_White","Num_Hispanic","Num_Asian","Num_Other","Num_Recovered","Num_Native","pop_2019","Num_GenderUnk","Num_AgeUnk","Num_RaceUnk","Shape__Area","Shape__Length"
"11",0,11,"68127",72,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,41,27,21,30,1,14,6,65,0,13,34,18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",0,24,39,4,1,15,0,22712,4,0,4,177325024.749023,54117.768108244
"12",0,12,"68111",155,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,76,74,59,62,1,24,19,125,3,27,93,25,6,1,11,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",39,6,44,54,2,32,0,25746,5,1,10,150132882.539673,58098.3815657644
"13",0,13,"68132",50,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,31,18,15,23,3,8,5,42,1,8,25,7,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",13,14,10,8,0,19,0,13393,1,0,5,70058657.3757324,40749.9925784842
"14",0,14,"68114",42,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,25,17,18,12,2,8,2,37,2,6,23,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",6,9,25,1,0,6,0,18181,0,1,1,161143634.399902,57599.8671037492
"15",0,15,"68131",49,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,22,24,12,20,4,9,2,46,1,3,29,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",8,13,14,9,0,15,0,12980,3,1,5,54520988.4638672,37341.8836446383
"16",0,16,"68010",0,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",0,0,0,0,0,0,0,759,0,0,0,28614433.8431396,23612.2782857318
"17",0,17,"68130",19,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,12,7,8,9,2,0,1,18,1,3,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,13,2,1,0,10,0,21088,0,0,2,223562973.974121,72745.3939257641
"18",0,18,"68164",60,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,31,27,21,29,4,5,4,52,1,9,36,9,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",16,23,13,5,0,16,0,28502,2,0,3,248926308.326782,72321.4550916743
"19",0,19,"68154",26,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,14,11,7,9,3,5,4,21,0,3,15,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",5,13,7,1,0,12,0,23790,1,0,0,200403496.327759,83596.7783149568
"20",0,20,"68069",2,"CJCarsley",1585169181502,"CJCARSLEY",1589798437945,1,1,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",0,2,0,0,0,1,0,2985,0,0,0,889661121.252808,220748.851192233
"21",0,21,"68135",26,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,10,15,8,7,5,5,1,25,0,3,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,15,6,3,0,12,0,30415,1,0,1,221913657.278076,66215.7353837558
"22",0,22,"68108",114,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,55,59,43,49,2,12,5,105,4,14,67,18,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",4,5,99,0,1,24,0,15928,0,3,5,86431964.6226807,43968.0758575964
"23",0,23,"68105",167,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,86,76,44,90,2,21,28,131,3,23,73,44,24,9,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",9,32,116,1,3,22,0,26229,5,0,6,109725574.522827,58429.0955531159
"24",0,24,"68198",0,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",0,0,0,0,0,0,0,0,0,0,0,690926.145996094,3712.91370458565
"25",0,25,"68144",25,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,16,9,11,11,1,1,6,19,0,5,13,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,14,6,1,0,11,0,25384,0,0,1,212729292.146973,81347.5237959235
"26",0,26,"68116",19,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,10,8,5,7,2,4,0,17,0,5,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,10,2,2,0,8,0,32631,1,0,3,251708248.342651,64418.3575991863
"27",0,27,"68178",0,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",0,0,0,0,0,0,0,2328,0,0,0,4964299.13525391,12527.1754640603
"28",0,28,"68022",64,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,22,28,33,23,2,3,3,45,0,1,12,12,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",0,21,9,0,0,8,0,23589,14,12,34,1045286186.96973,231731.934270424
"29",0,29,"68118",7,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,3,4,2,1,3,0,0,7,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,6,0,0,0,3,0,9972,0,0,0,111556336.830322,46459.1398992183
"30",0,30,"68137",45,"CJCarsley",1585169181502,"CJCARSLEY",1589798437946,25,18,18,17,2,8,2,41,1,2,18,15,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,15,23,2,2,18,0,27187,2,1,1,229549608.07019,72851.799743115
"31",0,31,"68152",25,"CJCarsley",1585169181502,"CJCARSLEY",1589798437947,12,13,4,19,0,1,5,16,1,1,11,9,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",7,4,6,6,1,5,0,6286,0,0,1,385425027.703369,115325.684593587
"32",0,32,"68104",225,"CJCarsley",1585169181502,"CJCARSLEY",1589798437947,108,101,56,106,6,42,28,189,1,25,113,48,33,4,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",31,35,27,114,2,32,0,36863,16,5,16,191096301.721436,65907.1626635962
"33",0,33,"68107",397,"CJCarsley",1585169181502,"CJCARSLEY",1589798437947,185,197,120,188,0,59,30,348,8,48,216,102,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",8,11,359,0,3,64,0,32812,15,8,16,204138906.471924,78303.5790252607
"34",0,34,"68142",9,"CJCarsley",1585169181502,"CJCARSLEY",1589798437947,6,3,2,2,1,4,1,6,0,0,6,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,2,2,3,0,1,0,4716,0,0,0,501551725.384644,123895.26299809
"35",0,35,"68124",18,"CJCarsley",1585169181502,"CJCARSLEY",1589798437947,6,11,7,6,2,3,1,17,0,3,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,8,8,1,0,8,0,15889,1,0,0,155974342.20105,55087.3897072324
