zip,cases,rate,tests,positive
61108,61,219.2745965,259,23.55212355
61109,40,146.9291801,250,16
61111,12,50.34190544,151,7.947019868
61114,22,141.1070489,104,21.15384615
61115,15,66.44812616,147,10.20408163
61201,75,195.3888238,246,30.48780488
61235,6,394.9967084,21,28.57142857
61241,12,175.7726674,78,15.38461538
61244,93,392.7530723,245,37.95918367
61252,6,112.3385134,41,14.63414634
61264,12,112.9837115,69,17.39130435
61265,97,221.9374914,359,27.01949861
61275,7,147.3684211,32,21.875
61282,22,281.3299233,82,26.82926829
61342,12,136.9394043,75,16
61356,6,56.17977528,61,9.836065574
61401,30,89.06041265,246,12.19512195
61462,48,416.6305008,116,41.37931034
61554,8,19.02089921,204,3.921568627
61603,7,42.02942059,191,3.664921466
61604,15,49.04845988,254,5.905511811
61605,6,38.1849424,114,5.263157895
61611,15,60.29665957,167,8.982035928
61614,20,71.3979723,196,10.20408163
61615,12,51.79558011,162,7.407407407
61701,33,92.22256379,637,5.180533752
61704,17,45.6940114,481,3.534303534
61705,8,61.67604657,190,4.210526316
61761,22,39.83919452,546,4.029304029
61764,8,57.03693141,139,5.755395683
61801,15,48.14327438,254,5.905511811
61802,18,93.02806347,271,6.642066421
61820,7,18.34573855,254,2.755905512
61821,12,39.2387679,364,3.296703297
61822,26,100.6620465,321,8.099688474
61832,8,22.91081963,246,3.25203252
61853,8,57.22051355,182,4.395604396
61866,6,41.96978176,196,3.06122449
61874,6,73.6196319,105,5.714285714
61910,6,142.0118343,39,15.38461538
61920,10,41.66493063,111,9.009009009
61938,9,41.20879121,147,6.12244898
62002,43,138.4461831,158,27.21518987
62010,8,70.44113762,35,22.85714286
62024,7,70.59298104,25,28
62025,92,268.1199545,207,44.44444444
62034,24,175.605473,57,42.10526316
62035,10,60.53268765,53,18.86792453
62040,48,113.0821966,248,19.35483871
62052,9,73.2183534,51,17.64705882
62056,8,93.30534173,98,8.163265306
62060,9,196.2494549,38,23.68421053
62069,7,226.6839378,46,15.2173913
62088,6,91.33810321,163,3.680981595
62090,6,464.037123,13,46.15384615
62095,9,86.08321377,50,18
62201,10,132.1003963,34,29.41176471
62203,14,169.4094869,39,35.8974359
62204,12,150.8674881,36,33.33333333
62205,15,187.3360809,43,34.88372093
62206,39,257.9194498,189,20.63492063
62207,23,258.0500393,40,57.5
62208,25,151.3683701,98,25.51020408
62220,41,224.0192329,111,36.93693694
62221,34,113.5263281,126,26.98412698
62223,27,165.5527623,69,39.13043478
62226,60,209.3071932,338,17.75147929
62231,39,524.4755245,137,28.46715328
62233,47,485.5371901,150,31.33333333
62234,25,77.09862456,120,20.83333333
62236,32,232.6088537,83,38.55421687
62239,6,127.2534464,18,33.33333333
62249,10,64.48700587,64,15.625
62254,11,174.8251748,51,21.56862745
62258,12,129.6876689,56,21.42857143
62265,8,182.1908449,23,34.7826087
62269,37,115.5203097,144,25.69444444
62272,13,746.6973004,23,56.52173913
62278,13,198.6856182,53,24.52830189
62286,13,212.7659574,77,16.88311688
62288,13,420.1680672,50,26
62294,10,70.83658001,52,19.23076923
62295,6,387.8474467,10,60
62298,27,162.5722543,83,32.53012048
62301,15,46.76102001,190,7.894736842
62305,13,67.15916723,70,18.57142857
62448,38,682.8391734,157,24.20382166
62454,7,63.13131313,77,9.090909091
62471,14,135.0960147,81,17.28395062
62521,69,194.2075488,422,16.3507109
62522,16,104.8424088,58,27.5862069
62526,15,46.43531561,136,11.02941176
62565,6,85.4214123,31,19.35483871
62568,24,152.0238171,138,17.39130435
62618,22,297.3776696,160,13.75
62650,14,52.33840517,169,8.284023669
62684,24,409.4864358,51,47.05882353
62702,22,64.6089689,352,6.25
62703,14,45.29278551,250,5.6
62704,12,29.391594,354,3.389830508
62707,9,129.982669,77,11.68831169
62711,11,65.66380134,139,7.913669065
62801,40,186.5323634,323,12.38390093
62832,6,67.8119349,100,6
62864,71,301.0260324,380,18.68421053
62901,48,183.0873098,267,17.97752809
62918,7,68.93156081,88,7.954545455
62959,13,46.09765611,321,4.049844237
62966,11,72.08387942,141,7.80141844
62992,13,1884.057971,38,34.21052632
