"","Zip","Cases","Deaths","Recovered","ReportDate"
"87","73020",19,1,18,"2020-05-21"
"88","74601",18,1,15,"2020-05-21"
"89","74112",17,2,11,"2020-05-21"
"90","74127",17,0,15,"2020-05-21"
"91","74128",17,0,11,"2020-05-21"
"92","74354",17,2,14,"2020-05-21"
"93","74037",17,0,17,"2020-05-21"
"94","73109",16,1,13,"2020-05-21"
"95","74107",16,4,12,"2020-05-21"
"96","73089",15,0,14,"2020-05-21"
"97","73134",15,1,10,"2020-05-21"
"98","73003",15,1,13,"2020-05-21"
"99","73044",15,0,15,"2020-05-21"
"100","73141",15,0,14,"2020-05-21"
"101","73005",14,1,8,"2020-05-21"
"102","73118",14,0,14,"2020-05-21"
"103","74804",14,3,11,"2020-05-21"
"104","74116",13,0,8,"2020-05-21"
"105","73078",13,0,12,"2020-05-21"
"106","73026",13,1,11,"2020-05-21"
"107","74301",13,0,10,"2020-05-21"
"108","73084",13,0,12,"2020-05-21"
"109","73130",13,2,10,"2020-05-21"
"110","73036",12,1,9,"2020-05-21"
"111","73051",12,0,9,"2020-05-21"
"112","73103",12,0,12,"2020-05-21"
"113","74331",12,0,12,"2020-05-21"
"114","74048",12,0,11,"2020-05-21"
"115","73950",12,0,11,"2020-05-21"
"116","73106",12,0,10,"2020-05-21"
"117","74051",12,1,11,"2020-05-21"
"118","73108",12,0,11,"2020-05-21"
"119","73951",12,0,11,"2020-05-21"
"120","74056",12,0,12,"2020-05-21"
"121","73401",11,1,4,"2020-05-21"
"122","74075",11,0,11,"2020-05-21"
"123","74104",11,1,9,"2020-05-21"
"124","74361",11,1,9,"2020-05-21"
"125","74857",11,0,11,"2020-05-21"
"126","73939",11,0,5,"2020-05-21"
"127","74403",11,3,8,"2020-05-21"
"128","73703",11,0,10,"2020-05-21"
"129","73503",10,0,7,"2020-05-21"
"130","74868",10,1,9,"2020-05-21"
"131","74743",10,0,1,"2020-05-21"
"132","74132",10,0,10,"2020-05-21"
"133","74074",10,0,10,"2020-05-21"
"134","73701",10,1,9,"2020-05-21"
"135","73096",10,0,10,"2020-05-21"
"136","74421",9,0,7,"2020-05-21"
"137","74119",9,0,9,"2020-05-21"
"138","74126",9,0,5,"2020-05-21"
"139","74434",9,2,5,"2020-05-21"
"140","73045",9,0,7,"2020-05-21"
"141","74010",8,0,8,"2020-05-21"
"142","74701",8,0,7,"2020-05-21"
"143","74884",8,0,8,"2020-05-21"
"144","74346",8,0,8,"2020-05-21"
"145","74426",8,1,3,"2020-05-21"
"146","73117",8,0,7,"2020-05-21"
"147","73529",8,1,5,"2020-05-21"
"148","73149",8,0,5,"2020-05-21"
"149","74964",8,0,5,"2020-05-21"
"150","73025",8,0,8,"2020-05-21"
"151","74447",8,0,6,"2020-05-21"
"152","73075",8,0,7,"2020-05-21"
"153","73165",8,1,7,"2020-05-21"
"154","73932",7,0,6,"2020-05-21"
"155","74820",7,0,6,"2020-05-21"
"156","74114",7,2,4,"2020-05-21"
"157","73173",7,0,7,"2020-05-21"
"158","74035",7,0,7,"2020-05-21"
"159","74061",7,0,7,"2020-05-21"
"160","73179",6,0,6,"2020-05-21"
"161","73128",6,0,5,"2020-05-21"
"162","74337",6,2,3,"2020-05-21"
"163","73007",6,0,6,"2020-05-21"
"164","74073",6,0,5,"2020-05-21"
"165","74728",6,0,4,"2020-05-21"
"166","74131",6,0,6,"2020-05-21"
"167","74966",6,0,6,"2020-05-21"
"168","74851",6,0,6,"2020-05-21"
"169","74108",6,0,6,"2020-05-21"
"170","74022",6,0,6,"2020-05-21"
"171","74435",6,1,5,"2020-05-21"
"172","73065",5,1,4,"2020-05-21"
"173","73095",5,0,5,"2020-05-21"
"174","74436",5,0,5,"2020-05-21"
"175","73644",5,0,5,"2020-05-21"
"176","74053",5,0,5,"2020-05-21"
"177","73049",5,0,4,"2020-05-21"
"178","74955",5,0,4,"2020-05-21"
"179","74002",5,2,3,"2020-05-21"
"180","73538",5,0,5,"2020-05-21"
"181","73568",5,2,3,"2020-05-21"
"182","74873",5,0,5,"2020-05-21"
"183","73131",5,0,5,"2020-05-21"
"184","74578",5,1,4,"2020-05-21"
"185","74834",4,1,3,"2020-05-21"
"186","74027",4,0,4,"2020-05-21"
"187","74745",4,0,3,"2020-05-21"
"188","74044",4,0,4,"2020-05-21"
"189","74058",4,0,3,"2020-05-21"
"190","74401",4,1,2,"2020-05-21"
"191","74047",4,0,3,"2020-05-21"
"192","74462",4,0,3,"2020-05-21"
"193","73446",4,0,2,"2020-05-21"
"194","74330",4,0,2,"2020-05-21"
"195","73038",4,0,4,"2020-05-21"
"196","73750",4,0,4,"2020-05-21"
"197","74079",4,0,1,"2020-05-21"
"198","74352",4,0,3,"2020-05-21"
"199","74342",4,0,3,"2020-05-21"
"200","74038",4,0,4,"2020-05-21"
"201","74072",4,0,4,"2020-05-21"
"202","73150",4,0,4,"2020-05-21"
"203","74120",4,0,4,"2020-05-21"
"204","74036",4,0,4,"2020-05-21"
"205","73938",4,0,2,"2020-05-21"
"206","74103",4,0,3,"2020-05-21"
"207","73093",4,0,4,"2020-05-21"
"208","73762",3,0,2,"2020-05-21"
"209","73439",3,0,2,"2020-05-21"
"210","74826",3,0,3,"2020-05-21"
"211","74451",3,0,3,"2020-05-21"
"212","74358",3,0,3,"2020-05-21"
"213","74953",3,0,3,"2020-05-21"
"214","74723",3,0,2,"2020-05-21"
"215","73062",3,0,1,"2020-05-21"
"216","73448",3,0,3,"2020-05-21"
"217","73102",3,0,2,"2020-05-21"
"218","73104",3,0,2,"2020-05-21"
"219","73801",3,0,1,"2020-05-21"
"220","73006",3,0,2,"2020-05-21"
"221","74339",3,0,3,"2020-05-21"
"222","74015",3,0,3,"2020-05-21"
"223","73541",3,0,3,"2020-05-21"
"224","74338",3,0,1,"2020-05-21"
"225","74085",3,0,3,"2020-05-21"
"226","74864",3,0,3,"2020-05-21"
"227","73077",3,0,3,"2020-05-21"
"228","73449",3,1,2,"2020-05-21"
"229","73042",3,0,2,"2020-05-21"
"230","74028",3,1,2,"2020-05-21"
"231","74881",3,0,3,"2020-05-21"
"232","73052",3,0,3,"2020-05-21"
"233","73737",3,0,3,"2020-05-21"
"234","73527",3,0,3,"2020-05-21"
"235","73460",3,0,3,"2020-05-21"
"236","73742",3,0,3,"2020-05-21"
"237","73717",3,0,3,"2020-05-21"
"238","73053",3,0,3,"2020-05-21"
"239","74571",3,1,1,"2020-05-21"
"240","73463",2,0,2,"2020-05-21"
"241","73086",2,0,2,"2020-05-21"
"242","74729",2,0,0,"2020-05-21"
"243","74957",2,0,2,"2020-05-21"
"244","74083",2,0,2,"2020-05-21"
"245","74931",2,0,2,"2020-05-21"
"246","74720",2,0,1,"2020-05-21"
"247","74962",2,1,1,"2020-05-21"
"248","73121",2,0,2,"2020-05-21"
"249","74631",2,0,2,"2020-05-21"
"250","74016",2,0,2,"2020-05-21"
"251","73098",2,1,1,"2020-05-21"
"252","73944",2,0,1,"2020-05-21"
"253","74871",2,1,1,"2020-05-21"
"254","73014",2,0,1,"2020-05-21"
"255","73082",2,0,2,"2020-05-21"
"256","74547",2,0,2,"2020-05-21"
"257","73151",2,0,2,"2020-05-21"
"258","73055",2,0,2,"2020-05-21"
"259","73651",2,0,2,"2020-05-21"
"260","74651",2,0,2,"2020-05-21"
"261","74437",2,0,2,"2020-05-21"
"262","74878",2,0,2,"2020-05-21"
"263","74948",2,1,1,"2020-05-21"
"264","73601",2,0,2,"2020-05-21"
"265","73772",2,0,0,"2020-05-21"
"266","74855",2,0,1,"2020-05-21"
"267","74454",2,0,2,"2020-05-21"
"268","74733",2,0,2,"2020-05-21"
"269","73029",2,0,2,"2020-05-21"
"270","73057",2,0,2,"2020-05-21"
"271","74432",2,0,2,"2020-05-21"
"272","74041",2,0,2,"2020-05-21"
"273","74944",2,0,2,"2020-05-21"
"274","73754",2,0,1,"2020-05-21"
"275","74840",2,0,2,"2020-05-21"
"276","73004",2,0,1,"2020-05-21"
"277","74081",2,0,2,"2020-05-21"
"278","74343",2,0,2,"2020-05-21"
"279","74849",2,1,1,"2020-05-21"
"280","74060",2,0,2,"2020-05-21"
"281","73443",2,0,0,"2020-05-21"
"282","74430",2,0,2,"2020-05-21"
"283","74727",2,0,2,"2020-05-21"
"284","73663",2,0,2,"2020-05-21"
"285","74825",2,1,1,"2020-05-21"
"286","73453",1,0,0,"2020-05-21"
"287","73021",1,0,1,"2020-05-21"
"288","73662",1,0,1,"2020-05-21"
"289","74647",1,1,0,"2020-05-21"
"290","73624",1,0,0,"2020-05-21"
"291","73048",1,0,1,"2020-05-21"
"292","73456",1,0,1,"2020-05-21"
"293","74824",1,1,0,"2020-05-21"
"294","74470",1,0,1,"2020-05-21"
"295","74042",1,0,1,"2020-05-21"
"296","73552",1,0,1,"2020-05-21"
"297","73759",1,0,1,"2020-05-21"
"298","74954",1,0,1,"2020-05-21"
"299","74347",1,0,0,"2020-05-21"
"300","74562",1,0,1,"2020-05-21"
"301","74560",1,0,1,"2020-05-21"
"302","73548",1,0,1,"2020-05-21"
"303","74523",1,0,0,"2020-05-21"
"304","73074",1,0,1,"2020-05-21"
"305","73734",1,0,1,"2020-05-21"
"306","74450",1,0,0,"2020-05-21"
"307","73838",1,1,0,"2020-05-21"
"308","74859",1,0,0,"2020-05-21"
"309","74867",1,0,1,"2020-05-21"
"310","73050",1,0,1,"2020-05-21"
"311","73105",1,0,1,"2020-05-21"
"312","74569",1,0,1,"2020-05-21"
"313","73573",1,0,1,"2020-05-21"
"314","74565",1,0,1,"2020-05-21"
"315","74059",1,0,1,"2020-05-21"
"316","74538",1,0,0,"2020-05-21"
"317","73067",1,0,0,"2020-05-21"
"318","74441",1,0,1,"2020-05-21"
"319","73002",1,0,1,"2020-05-21"
"320","74875",1,0,1,"2020-05-21"
"321","73901",1,0,1,"2020-05-21"
"322","73763",1,0,1,"2020-05-21"
"323","73059",1,0,1,"2020-05-21"
"324","74860",1,0,1,"2020-05-21"
"325","73842",1,0,1,"2020-05-21"
"326","74359",1,0,1,"2020-05-21"
"327","73028",1,0,1,"2020-05-21"
"328","73566",1,0,1,"2020-05-21"
"329","74561",1,0,0,"2020-05-21"
"330","73442",1,0,0,"2020-05-21"
"331","74050",1,0,1,"2020-05-21"
"332","74552",1,0,1,"2020-05-21"
"333","73859",1,0,0,"2020-05-21"
"334","74332",1,1,0,"2020-05-21"
"335","74644",1,0,1,"2020-05-21"
"336","74740",1,0,1,"2020-05-21"
"337","73931",1,0,1,"2020-05-21"
"338","74553",1,0,1,"2020-05-21"
"339","73848",1,0,1,"2020-05-21"
"340","73738",1,0,1,"2020-05-21"
"341","74643",1,0,1,"2020-05-21"
"342","73040",1,0,0,"2020-05-21"
"343","73092",1,0,1,"2020-05-21"
"344","74641",1,1,0,"2020-05-21"
"345","73768",1,0,1,"2020-05-21"
"346","74370",1,0,1,"2020-05-21"
"347","74052",1,1,0,"2020-05-21"
"348","74130",1,1,0,"2020-05-21"
"349","74340",1,0,1,"2020-05-21"
"350","74854",1,0,1,"2020-05-21"
"351","73749",1,0,1,"2020-05-21"
"352","73543",1,0,1,"2020-05-21"
"353","74880",1,0,0,"2020-05-21"
"354","74956",1,0,1,"2020-05-21"
"355","73933",1,0,1,"2020-05-21"
"356","73054",1,0,1,"2020-05-21"
"357","74080",1,0,1,"2020-05-21"
