zip,cases,rate,tests,positive
60425,73,819.1202873,469,15.56503198
60426,238,822.8460794,1045,22.77511962
60428,124,1010.512591,588,21.08843537
60429,135,877.3640086,783,17.24137931
60430,155,766.302467,650,23.84615385
60431,96,413.4544985,624,15.38461538
60432,101,499.456038,439,23.00683371
60433,105,631.4270251,386,27.20207254
60434,132,NA,68,194.1176471
60435,328,657.8023785,1472,22.2826087
60436,79,416.996569,496,15.92741935
60438,181,625,815,22.20858896
60439,51,217.7440014,375,13.6
60440,315,602.9169697,1401,22.48394004
60441,109,307.7791896,587,18.56899489
60442,23,218.4028107,155,14.83870968
60443,213,988.2156444,925,23.02702703
60445,74,500.8121278,396,18.68686869
60446,195,486.4662592,951,20.50473186
60447,18,126.5822785,247,7.287449393
60448,75,280.7937102,352,21.30681818
60449,45,478.7234043,275,16.36363636
60450,16,78.20136852,200,8
60451,53,151.6669051,444,11.93693694
60452,92,324.8128795,519,17.72639692
60453,320,567.1747607,1193,26.82313495
60455,169,1025.547667,688,24.56395349
60456,21,487.4651811,93,22.58064516
60457,60,428.0211157,218,27.52293578
60458,52,340.1360544,313,16.61341853
60459,154,532.7245053,590,26.10169492
60461,38,772.8289607,203,18.71921182
60462,132,327.5027912,697,18.93830703
60463,91,609.6743937,327,27.82874618
60464,22,226.4539372,144,15.27777778
60465,84,480.7417158,331,25.3776435
60466,333,1514.39356,1183,28.1487743
60467,93,349.2564218,434,21.42857143
60468,15,248.1800132,68,22.05882353
60469,32,553.633218,137,23.35766423
60471,133,946.2824618,573,23.21116928
60472,41,841.889117,220,18.63636364
60473,228,1026.980767,924,24.67532468
60475,46,475.5013438,234,19.65811966
60476,13,521.4600882,64,20.3125
60477,113,298.0036393,680,16.61764706
60478,188,1098.644226,900,20.88888889
60480,17,316.5735568,113,15.04424779
60481,14,121.3171577,154,9.090909091
60482,31,283.9868084,202,15.34653465
60484,62,942.2492401,260,23.84615385
60487,70,263.2766662,431,16.2412993
60490,79,355.8237997,480,16.45833333
60491,79,344.0616698,378,20.8994709
60501,89,750.8014172,288,30.90277778
60502,32,141.4552206,234,13.67521368
60503,21,123.7259176,141,14.89361702
60504,92,242.022466,439,20.95671982
60505,384,497.473766,795,48.30188679
60506,263,485.0966504,1068,24.62546816
60510,36,121.8975383,336,10.71428571
60513,70,370.7627119,511,13.69863014
60514,25,247.3043822,192,13.02083333
60515,39,136.5259399,324,12.03703704
60516,55,187.9185459,364,15.10989011
60517,101,312.4226677,532,18.98496241
60521,79,429.3011629,451,17.51662971
60523,46,453.82794,258,17.82945736
60525,122,399.0057561,780,15.64102564
60526,36,265.7611103,330,10.90909091
60527,157,562.6635129,809,19.40667491
60532,59,209.3832068,339,17.40412979
60534,60,569.0440061,239,25.10460251
60538,76,267.1259358,309,24.59546926
60540,55,121.9187799,588,9.353741497
60542,34,187.5862069,252,13.49206349
60543,79,197.3667774,398,19.84924623
60544,75,283.0402295,577,12.9982669
60545,30,226.2614073,136,22.05882353
60546,73,465.4128148,413,17.67554479
60548,15,121.2219169,103,14.5631068
60551,15,272.7272727,34,44.11764706
60552,6,136.3326517,40,15
60554,13,106.8551701,114,11.40350877
60555,43,319.7501487,189,22.75132275
60558,17,128.5249868,196,8.673469388
60559,134,546.292144,447,29.97762864
60560,38,152.6962951,221,17.19457014
60561,71,306.5233346,428,16.58878505
60563,66,176.4281323,492,13.41463415
60564,72,169.3599605,512,14.0625
60565,96,235.4499301,487,19.71252567
60585,41,168.2534471,303,13.53135314
60586,145,304.0342196,887,16.34723788
60601,48,327.0868825,358,13.40782123
60604,6,767.2634271,36,16.66666667
60605,121,439.6962099,772,15.67357513
60606,27,870.6868752,211,12.79620853
60607,240,811.0574161,1075,22.3255814
60608,654,825.7054479,2256,28.9893617
60609,629,1022.847386,1713,36.71920607
60610,141,361.3624132,952,14.81092437
60611,93,286.8068834,961,9.677419355
60612,375,1092.943954,1838,20.40261153
60613,229,456.967254,1053,21.74738841
60614,266,373.0296741,1608,16.54228856
60615,236,567.812718,1389,16.99064075
60616,246,451.6745006,1207,20.38111019
60617,496,600.964451,2355,21.06157113
60618,504,533.9265851,2154,23.39832869
60619,568,927.2258317,2270,25.02202643
60620,683,1002.995771,2527,27.02809656
60621,293,1008.883686,1021,28.69735553
60622,296,560.6803932,1482,19.97300945
60623,1144,1330.557462,2581,44.32390546
60624,414,1144.974833,1415,29.25795053
60625,553,697.8534382,1770,31.24293785
60626,494,993.3641665,1635,30.21406728
60628,606,908.2189317,2224,27.24820144
60629,1108,990.6124274,2771,39.98556478
60630,318,554.5479911,1511,21.04566512
60631,130,440.2451827,1103,11.78603808
60632,1013,1112.709937,2360,42.92372881
60633,118,916.7896822,589,20.03395586
60634,593,780.3144944,2947,20.12215813
60636,360,1117.908269,985,36.54822335
60637,322,678.5518607,1849,17.41481882
60638,472,802.7620457,1957,24.1185488
60639,1150,1270.479578,2931,39.23575571
60640,440,631.1410744,1698,25.91283863
60641,511,719.4852372,1901,26.88058916
60642,68,336.6169992,513,13.25536062
60643,479,960.497293,1987,24.10669351
60644,584,1224.010731,1787,32.68047006
60645,612,1282.15872,1904,32.14285714
60646,191,682.4597134,1114,17.1454219
60647,490,559.9424059,2129,23.01550023
60649,455,988.6146358,1813,25.0965251
60651,641,1013.951723,1978,32.40647118
60652,362,824.4699023,1216,29.76973684
60653,294,919.5546103,1198,24.5409015
60654,91,475.5683303,497,18.30985915
60655,166,576.308846,1058,15.6899811
60656,132,478.6250408,963,13.70716511
60657,201,286.9297094,1484,13.54447439
60659,362,881.4648875,1084,33.39483395
60660,222,513.38976,861,25.78397213
60661,24,241.7892404,233,10.30042918
60706,153,656.6241792,793,19.29382093
60707,306,711.3136056,1480,20.67567568
60712,98,781.561528,414,23.67149758
60714,311,1045.62418,858,36.24708625
60803,109,486.8244752,516,21.12403101
60804,1056,1270.039809,2741,38.52608537
60805,126,640.6996847,444,28.37837838
60827,193,675.3683032,808,23.88613861
60901,201,566.0536765,1057,19.01608325
60914,61,203.5436618,520,11.73076923
60915,19,187.7284853,218,8.71559633
60950,18,152.5036008,213,8.450704225
60954,11,188.1628464,114,9.649122807
60958,8,448.4304933,47,17.0212766
60964,9,177.5147929,72,12.5
61008,81,236.2066954,282,28.72340426
61016,13,261.9911326,81,16.04938272
61021,15,65.12960792,346,4.335260116
61032,30,100.3478726,194,15.46391753
61065,12,115.8301158,85,14.11764706
61068,95,664.8470852,689,13.78809869
61071,19,135.7433736,105,18.0952381
61073,9,46.96060527,119,7.56302521
61080,7,67.04980843,58,12.06896552
61081,46,217.710256,172,26.74418605
61101,47,240.4584058,317,14.82649842
61102,48,270.2702703,242,19.83471074
61103,40,166.9170422,298,13.42281879
61104,53,272.437545,234,22.64957265
61107,30,97.07167125,271,11.0701107
61108,72,258.8159172,317,22.71293375
61109,55,202.0276227,322,17.08074534
61111,17,71.31769937,195,8.717948718
61114,22,141.1070489,123,17.88617886
61115,18,79.7377514,183,9.836065574
61201,91,237.0717728,335,27.1641791
61235,7,460.8294931,31,22.58064516
61240,6,97.75171065,41,14.63414634
61241,13,190.4203896,86,15.11627907
61244,106,447.6540394,293,36.1774744
61252,7,131.061599,43,16.27906977
61264,14,131.8143301,91,15.38461538
61265,115,263.1217682,461,24.94577007
61275,7,147.3684211,38,18.42105263
61282,25,319.6930946,94,26.59574468
61342,14,159.7626384,83,16.86746988
61356,6,56.17977528,70,8.571428571
61401,40,118.7472169,454,8.810572687
61443,9,65.87133133,139,6.474820144
61455,14,67.63938545,129,10.85271318
61462,57,494.7487197,149,38.25503356
61554,10,23.77612402,288,3.472222222
61603,9,54.03782648,253,3.557312253
61604,16,52.3183572,356,4.494382022
61611,16,64.31643687,229,6.986899563
61614,27,96.3872626,277,9.747292419
61615,14,60.4281768,221,6.334841629
61701,34,95.01718693,707,4.809052334
61704,18,48.38189442,546,3.296703297
61705,8,61.67604657,208,3.846153846
61761,22,39.83919452,604,3.642384106
61764,8,57.03693141,159,5.031446541
61801,17,54.56237764,341,4.985337243
61802,21,108.5327407,358,5.865921788
61820,13,34.0706573,313,4.153354633
61821,16,52.3183572,489,3.27198364
61822,28,108.4052809,383,7.310704961
61832,10,28.63852454,315,3.174603175
61853,9,64.37307775,214,4.205607477
61866,9,62.95467264,241,3.734439834
61874,6,73.6196319,128,4.6875
61910,6,142.0118343,46,13.04347826
61920,10,41.66493063,134,7.462686567
61938,9,41.20879121,175,5.142857143
62002,47,151.3248978,179,26.25698324
62010,8,70.44113762,39,20.51282051
62024,7,70.59298104,27,25.92592593
62025,94,273.9486492,363,25.8953168
62034,32,234.1406307,72,44.44444444
62035,11,66.58595642,59,18.6440678
62040,51,120.1498339,270,18.88888889
62052,9,73.2183534,52,17.30769231
62056,9,104.9685094,114,7.894736842
62060,9,196.2494549,42,21.42857143
62069,7,226.6839378,51,13.7254902
62088,6,91.33810321,177,3.389830508
62090,7,541.3766435,13,53.84615385
62095,9,86.08321377,64,14.0625
62201,10,132.1003963,36,27.77777778
62203,17,205.7115198,42,40.47619048
62204,19,238.8735228,42,45.23809524
62205,17,212.3142251,49,34.69387755
62206,42,277.7594074,210,20
62207,26,291.70874,49,53.06122449
62208,34,205.8609833,110,30.90909091
62220,48,262.266419,124,38.70967742
62221,38,126.8823667,139,27.3381295
62223,30,183.9475136,78,38.46153846
62226,69,240.7032722,351,19.65811966
62230,6,95.5566173,50,12
62231,51,685.8526089,196,26.02040816
62232,6,89.48545861,34,17.64705882
62233,56,578.5123967,190,29.47368421
62234,29,89.43440449,154,18.83116883
62236,33,239.8778804,87,37.93103448
62239,6,127.2534464,18,33.33333333
62249,10,64.48700587,74,13.51351351
62254,13,206.6115702,58,22.4137931
62257,6,224.0477969,23,26.08695652
62258,13,140.4949746,62,20.96774194
62265,8,182.1908449,34,23.52941176
62269,42,131.1311624,166,25.30120482
62272,36,2067.77714,57,63.15789474
62278,14,213.9691273,67,20.89552239
62285,6,135.2569883,24,25
62286,19,310.9656301,108,17.59259259
62288,21,678.7330317,74,28.37837838
62294,13,92.08755401,57,22.80701754
62295,6,387.8474467,11,54.54545455
62298,30,180.6358382,89,33.70786517
62301,19,59.23062535,220,8.636363636
62305,15,77.4913468,88,17.04545455
62448,39,700.8086253,164,23.7804878
62454,7,63.13131313,80,8.75
62471,15,144.74573,88,17.04545455
62521,69,194.2075488,445,15.50561798
62522,16,104.8424088,69,23.1884058
62526,18,55.72237873,166,10.84337349
62565,7,99.65831435,42,16.66666667
62568,25,158.3581428,155,16.12903226
62618,30,405.5150041,235,12.76595745
62629,7,50.96097845,127,5.511811024
62650,18,67.29223522,208,8.653846154
62656,7,35.83312004,225,3.111111111
62664,7,228.6834368,36,19.44444444
62684,55,938.4064153,116,47.4137931
62702,36,105.7237673,455,7.912087912
62703,20,64.70397929,321,6.230529595
62704,18,44.08739101,443,4.063205418
62707,9,129.982669,94,9.574468085
62711,12,71.63323782,169,7.100591716
62801,44,205.1855997,373,11.79624665
62832,10,113.0198915,124,8.064516129
62864,73,309.5056389,428,17.05607477
62901,65,247.930732,323,20.12383901
62902,7,153.2399299,52,13.46153846
62907,6,300.7518797,21,28.57142857
62918,8,78.77892664,98,8.163265306
62920,9,268.3363148,43,20.93023256
62959,15,53.18960321,375,4
62966,25,163.8269987,182,13.73626374
62992,15,2173.913043,40,37.5
