zip,cases,rate,tests,positive
60119,11,107.3589694,103,10.67961165
60120,183,359.3731589,461,39.69631236
60123,130,265.566269,465,27.95698925
60124,18,80.58017728,153,11.76470588
60126,123,254.0797356,685,17.95620438
60130,58,413.0759917,383,15.14360313
60131,110,610.2635229,460,23.91304348
60133,194,505.2083333,539,35.99257885
60134,65,221.0809156,259,25.0965251
60136,18,232.4980625,73,24.65753425
60137,56,146.2943128,397,14.10579345
60139,180,523.8039809,598,30.10033445
60140,24,136.062135,161,14.9068323
60141,6,2777.777778,120,5
60142,31,110.2379005,240,12.91666667
60143,44,400.1455075,169,26.03550296
60148,124,234.1257104,635,19.52755906
60152,14,113.4062373,106,13.20754717
60153,195,818.9836203,714,27.31092437
60154,92,555.1197731,480,19.16666667
60155,82,1047.387917,256,32.03125
60156,43,148.86104,251,17.1314741
60160,201,790.9648985,668,30.08982036
60162,73,894.0600122,248,29.43548387
60163,31,600.6587871,121,25.61983471
60164,168,777.7777778,763,22.01834862
60165,51,1035.953687,124,41.12903226
60169,103,305.937565,393,26.2086514
60171,45,443.4371305,244,18.44262295
60172,51,207.730846,234,21.79487179
60173,19,156.2243052,118,16.10169492
60174,38,120.9998408,345,11.01449275
60175,27,104.9195617,252,10.71428571
60176,47,401.5721121,218,21.55963303
60177,40,173.0927344,213,18.77934272
60178,13,58.00205238,169,7.692307692
60181,93,322.9054547,417,22.30215827
60185,148,409.6432229,527,28.08349146
60187,39,131.2777703,336,11.60714286
60188,173,406.0842214,615,28.1300813
60189,44,144.608407,300,14.66666667
60190,11,98.71668312,183,6.010928962
60191,49,346.3631865,227,21.58590308
60192,21,134.1853035,154,13.63636364
60193,80,198.7676406,418,19.13875598
60194,46,242.795313,221,20.81447964
60195,6,107.7586207,36,16.66666667
60201,170,401.9292605,1116,15.23297491
60202,152,462.5543958,931,16.32653061
60203,17,405.921681,109,15.59633028
60301,13,512.6182965,69,18.84057971
60302,105,327.6335497,718,14.62395543
60304,46,260.756193,350,13.14285714
60305,25,225.9580622,205,12.19512195
60401,26,334.2331919,153,16.99346405
60402,461,725.3674041,1692,27.24586288
60403,68,372.5210913,460,14.7826087
60404,46,244.7329219,337,13.64985163
60406,150,593.9182768,598,25.08361204
60408,6,106.2134891,70,8.571428571
60409,266,719.7943445,1077,24.69823584
60410,15,117.2699554,167,8.982035928
60411,428,740.4844291,1776,24.0990991
60415,98,687.5263084,319,30.72100313
60417,77,505.7471264,361,21.32963989
60418,43,NA,188,22.87234043
60419,191,843.4905494,775,24.64516129
60422,55,563.0630631,299,18.39464883
60423,78,252.1171375,448,17.41071429
60425,60,673.2495512,331,18.12688822
60426,224,774.4433688,922,24.29501085
60428,116,945.31823,525,22.0952381
60429,124,805.8750894,706,17.56373938
60430,145,716.8635982,584,24.82876712
60431,85,366.0795039,576,14.75694444
60432,86,425.2793987,383,22.45430809
60433,96,577.3047086,354,27.11864407
60434,132,NA,65,203.0769231
60435,298,597.6375268,1331,22.38918107
60436,65,343.0984429,454,14.31718062
60438,170,587.0165746,720,23.61111111
60439,48,204.9355307,337,14.24332344
60440,261,499.5597749,1273,20.50274941
60441,102,288.0135536,520,19.61538462
60442,20,189.9154876,145,13.79310345
60443,203,941.8205438,842,24.10926366
60445,71,480.5089334,351,20.22792023
60446,174,434.0775851,855,20.35087719
60447,14,98.45288326,215,6.511627907
60448,61,228.3788843,303,20.1320132
60449,43,457.4468085,256,16.796875
60450,15,73.31378299,176,8.522727273
60451,50,143.081986,384,13.02083333
60452,82,289.5071318,453,18.10154525
60453,296,524.6366537,1070,27.6635514
60455,167,1013.411008,650,25.69230769
60456,18,417.8272981,80,22.5
60457,53,378.0853189,196,27.04081633
60458,44,287.8074307,279,15.77060932
60459,143,494.6727549,525,27.23809524
60461,37,752.4913565,187,19.78609626
60462,119,295.2487284,606,19.6369637
60463,76,509.1786145,279,27.24014337
60464,22,226.4539372,133,16.54135338
60465,73,417.7874435,299,24.41471572
60466,321,1459.82082,1105,29.04977376
60467,88,330.4791948,376,23.40425532
60468,15,248.1800132,59,25.42372881
60469,29,501.7301038,116,25
60471,123,875.1334045,520,23.65384615
60472,40,821.3552361,191,20.94240838
60473,220,990.9463538,824,26.69902913
60475,44,454.8273723,210,20.95238095
60476,9,361.0108303,52,17.30769231
60477,100,263.7200348,597,16.75041876
60478,166,970.0794764,811,20.46855734
60480,16,297.9515829,107,14.95327103
60481,12,103.9861352,136,8.823529412
60482,28,256.504214,185,15.13513514
60484,59,896.656535,236,25
60487,64,240.7100948,369,17.34417344
60490,77,346.8156022,445,17.30337079
60491,75,326.6408257,321,23.36448598
60501,79,666.4417074,254,31.1023622
60502,32,141.4552206,212,15.09433962
60503,20,117.8342073,124,16.12903226
60504,79,207.8236393,386,20.46632124
60505,331,428.8120223,703,47.08392603
60506,233,429.7624318,943,24.70837752
60510,33,111.7394102,297,11.11111111
60513,65,344.279661,453,14.34878587
60514,25,247.3043822,178,14.04494382
60515,37,129.5246097,281,13.16725979
60516,50,170.8350417,331,15.10574018
60517,94,290.7696115,473,19.87315011
60521,63,342.3540919,378,16.66666667
60523,43,424.2304657,219,19.6347032
60525,113,369.5709053,699,16.16595136
60526,31,228.849845,286,10.83916084
60527,150,537.5766047,690,21.73913043
60532,56,198.736603,305,18.36065574
60534,50,474.2033384,200,25
60538,65,228.4629714,277,23.46570397
60540,48,106.4018443,527,9.108159393
60542,30,165.5172414,224,13.39285714
60543,70,174.8819547,347,20.17291066
60544,69,260.3970111,516,13.37209302
60545,22,165.9250321,114,19.29824561
60546,69,439.9107427,369,18.69918699
60548,10,80.81461128,82,12.19512195
60551,15,272.7272727,31,48.38709677
60554,12,98.63554167,105,11.42857143
60555,40,297.4419988,166,24.09638554
60558,17,128.5249868,175,9.714285714
60559,123,501.4472665,404,30.44554455
60560,34,136.6230009,193,17.61658031
60561,66,284.9371843,371,17.78975741
60563,58,155.0429041,450,12.88888889
60564,68,159.9510738,449,15.14476615
60565,90,220.7343095,441,20.40816327
60585,42,172.3571898,272,15.44117647
60586,136,285.1631301,806,16.87344913
60601,45,306.6439523,289,15.57093426
60604,6,767.2634271,30,20
60605,111,403.3576801,642,17.28971963
60606,29,935.1821993,195,14.87179487
60607,206,696.1576155,887,23.22435175
60608,587,741.1148286,1980,29.64646465
60609,544,884.6247662,1514,35.93130779
60610,134,343.4224352,814,16.46191646
60611,86,265.2192685,774,11.11111111
60612,351,1022.995541,1671,21.005386
60613,213,425.0394109,918,23.20261438
60614,257,360.4083693,1375,18.69090909
60615,227,546.1588432,1273,17.83189317
60616,224,411.2808461,1073,20.87604846
60617,456,552.4995759,2108,21.63187856
60618,473,501.0858626,1925,24.57142857
60619,540,881.5175161,2079,25.97402597
60620,664,975.093985,2361,28.12367641
60621,275,946.9044832,930,29.56989247
60622,276,522.7965829,1284,21.4953271
60623,946,1100.26867,2200,43
60624,396,1095.193318,1329,29.79683973
60625,504,636.0183234,1595,31.59874608
60626,469,943.0927006,1535,30.55374593
60628,571,855.7640429,2018,28.29534192
60629,957,855.6101922,2419,39.5618024
60630,288,502.2321429,1392,20.68965517
60631,126,426.6991771,1037,12.15043394
60632,853,936.9610826,2032,41.97834646
60633,106,823.5568332,505,20.99009901
60634,539,709.257188,2743,19.65001823
60636,333,1034.065149,902,36.91796009
60637,312,657.4788216,1729,18.04511278
60638,412,700.7160229,1709,24.1076653
60639,1009,1114.707734,2623,38.46740374
60640,408,585.2399053,1543,26.44199611
60641,471,663.1654534,1736,27.13133641
60642,60,297.0149993,426,14.08450704
60643,461,924.403449,1810,25.46961326
60644,554,1161.133467,1656,33.45410628
60645,588,1231.877985,1768,33.25791855
60646,111,396.612713,784,14.15816327
60647,460,525.6602178,1897,24.24881392
60649,430,934.2951504,1670,25.74850299
60651,585,925.3693568,1793,32.62688232
60652,320,728.8131733,1051,30.44719315
60653,283,885.1495058,1124,25.17793594
60654,89,465.1162791,403,22.08436725
60655,161,558.9501458,973,16.54676259
60656,126,456.8693571,898,14.0311804
60657,194,276.9371324,1294,14.99227202
60659,344,837.6351417,1005,34.22885572
60660,202,467.1384302,770,26.23376623
60661,23,231.7146887,175,13.14285714
60706,139,596.540921,727,19.11966988
60707,285,662.497966,1362,20.92511013
60712,96,765.6112928,392,24.48979592
60714,277,931.3115691,783,35.37675607
60803,96,428.7628406,458,20.96069869
60804,921,1107.676765,2397,38.42302879
60805,123,625.4449303,400,30.75
60827,177,619.3792211,721,24.54923717
60901,184,518.17849,817,22.52141983
60914,55,183.5229737,477,11.53039832
60915,18,177.8480387,203,8.866995074
60950,17,144.0311785,191,8.90052356
60954,11,188.1628464,86,12.79069767
60958,8,448.4304933,45,17.77777778
60964,9,177.5147929,70,12.85714286
61008,67,195.3808468,237,28.27004219
61016,11,221.6848045,69,15.94202899
61021,15,65.12960792,327,4.587155963
61032,18,60.20872358,158,11.39240506
61065,11,106.1776062,68,16.17647059
61068,89,622.8567429,654,13.60856269
61071,17,121.4545974,90,18.88888889
61073,8,41.74276024,97,8.24742268
61080,6,57.47126437,51,11.76470588
61081,42,198.7789294,140,30
61101,33,168.8324977,223,14.79820628
61102,41,230.8558559,172,23.8372093
61103,31,129.3607077,242,12.80991736
61104,40,205.6132415,196,20.40816327
61107,25,80.89305938,235,10.63829787
61108,65,233.6532586,277,23.46570397
61109,45,165.2953277,270,16.66666667
61111,12,50.34190544,161,7.453416149
61114,22,141.1070489,107,20.56074766
61115,17,75.30787632,155,10.96774194
61201,84,218.8354826,279,30.10752688
61235,6,394.9967084,22,27.27272727
61241,13,190.4203896,82,15.85365854
61244,97,409.6456776,254,38.18897638
61252,6,112.3385134,42,14.28571429
61264,12,112.9837115,71,16.90140845
61265,105,240.2416144,392,26.78571429
61275,7,147.3684211,32,21.875
61282,22,281.3299233,86,25.58139535
61342,14,159.7626384,80,17.5
61356,6,56.17977528,64,9.375
61401,32,94.99777349,248,12.90322581
61455,8,38.6510774,87,9.195402299
61462,51,442.6699071,121,42.14876033
61554,9,21.39851161,229,3.930131004
61603,9,54.03782648,215,4.186046512
61604,15,49.04845988,302,4.966887417
61611,16,64.31643687,179,8.938547486
61614,26,92.81736399,237,10.97046414
61615,12,51.79558011,187,6.417112299
61701,34,95.01718693,664,5.120481928
61704,17,45.6940114,505,3.366336634
61705,8,61.67604657,199,4.020100503
61761,22,39.83919452,571,3.852889667
61764,8,57.03693141,141,5.673758865
61801,16,51.35282601,269,5.94795539
61802,20,103.364515,278,7.194244604
61820,8,20.96655834,266,3.007518797
61821,12,39.2387679,381,3.149606299
61822,27,104.5336637,328,8.231707317
61832,9,25.77467209,261,3.448275862
61853,9,64.37307775,186,4.838709677
61866,6,41.96978176,205,2.926829268
61874,6,73.6196319,112,5.357142857
61910,6,142.0118343,42,14.28571429
61920,10,41.66493063,117,8.547008547
61938,9,41.20879121,154,5.844155844
62002,45,144.8855404,168,26.78571429
62010,8,70.44113762,38,21.05263158
62024,7,70.59298104,25,28
62025,91,265.2056072,342,26.60818713
62034,30,219.5068413,65,46.15384615
62035,11,66.58595642,59,18.6440678
62040,49,115.4380757,251,19.52191235
62052,9,73.2183534,51,17.64705882
62056,9,104.9685094,106,8.490566038
62060,9,196.2494549,39,23.07692308
62069,7,226.6839378,48,14.58333333
62088,6,91.33810321,173,3.468208092
62090,7,541.3766435,13,53.84615385
62095,9,86.08321377,50,18
62201,10,132.1003963,34,29.41176471
62203,15,181.5101646,39,38.46153846
62204,15,188.5843601,36,41.66666667
62205,17,212.3142251,43,39.53488372
62206,39,257.9194498,194,20.10309278
62207,25,280.4891731,41,60.97560976
62208,31,187.6967789,100,31
62220,42,229.4831166,113,37.16814159
62221,35,116.8653377,130,26.92307692
62223,28,171.6843461,70,40
62226,63,219.7725529,340,18.52941176
62230,6,95.5566173,33,18.18181818
62231,39,524.4755245,141,27.65957447
62233,52,537.1900826,159,32.70440252
62234,27,83.26651453,126,21.42857143
62236,32,232.6088537,83,38.55421687
62239,6,127.2534464,18,33.33333333
62249,10,64.48700587,68,14.70588235
62254,11,174.8251748,53,20.75471698
62258,13,140.4949746,56,23.21428571
62265,8,182.1908449,28,28.57142857
62269,38,118.6424803,151,25.16556291
62272,16,919.012062,30,53.33333333
62278,14,213.9691273,55,25.45454545
62285,6,135.2569883,24,25
62286,17,278.2324059,85,20
62288,18,581.77117,63,28.57142857
62294,11,77.92023801,52,21.15384615
62295,6,387.8474467,10,60
62298,29,174.6146435,85,34.11764706
62301,18,56.11322402,196,9.183673469
62305,15,77.4913468,73,20.54794521
62448,40,718.7780773,160,25
62454,7,63.13131313,79,8.860759494
62471,15,144.74573,82,18.29268293
62521,69,194.2075488,430,16.04651163
62522,15,98.28975821,60,25
62526,16,49.53100331,144,11.11111111
62565,6,85.4214123,34,17.64705882
62568,24,152.0238171,145,16.55172414
62618,24,324.4120032,183,13.1147541
62650,18,67.29223522,184,9.782608696
62656,7,35.83312004,211,3.317535545
62684,49,836.0348063,95,51.57894737
62702,33,96.91345335,388,8.505154639
62703,17,54.9983824,272,6.25
62704,15,36.73949251,387,3.875968992
62707,9,129.982669,81,11.11111111
62711,11,65.66380134,144,7.638888889
62801,40,186.5323634,336,11.9047619
62832,8,90.4159132,110,7.272727273
62864,70,296.7862291,393,17.81170483
62901,53,202.1589045,288,18.40277778
62918,7,68.93156081,90,7.777777778
62959,14,49.64362966,333,4.204204204
62966,13,85.19003932,145,8.965517241
62992,14,2028.985507,39,35.8974359
